Iteration,param_diffs
0,[1.5875292 2.8710828]
1,[1.6455222 3.1127114]
2,[2.504469  1.9182968]
3,[2.217293  1.7086054]
4,[2.606032  1.4046829]
5,[2.6759133 1.3790143]
6,[2.4811738 1.2771825]
7,[2.4713404 1.2837849]
8,[0.83326554 0.13669896]
9,[1.3631319  0.63280296]
10,[1.1303239 0.7213218]
11,[1.2650373 0.7070438]
12,[1.2758886  0.69848794]
13,[1.4792637 0.6508737]
14,[1.34762    0.60117894]
15,[0.70972    0.29498565]
16,[0.6938351  0.30623174]
17,[0.66035515 0.3218366 ]
18,[0.7131517 0.3336326]
19,[0.83928806 0.41461456]
20,[0.12944287 0.11610341]
21,[0.17184502 0.09295607]
22,[0.5104047 0.1819166]
23,[0.5199875  0.17880249]
24,[0.5097653  0.18552256]
25,[0.5322116  0.18368518]
26,[0.4859823  0.15027785]
27,[0.44640955 0.15207434]
28,[0.37944847 0.16959703]
29,[0.37332886 0.17488885]
30,[0.3507707  0.17888558]
31,[0.54359853 0.15542376]
32,[0.06745335 0.02695483]
33,[0.05629358 0.0228681 ]
34,[0.41160798 0.09871984]
35,[0.19080137 0.08470583]
36,[0.1591334  0.10075605]
37,[0.22022054 0.11084867]
38,[0.20147723 0.11940515]
39,[0.18993321 0.13047302]
40,[0.06360814 0.07545972]
41,[0.04745038 0.07135689]
42,[0.04890519 0.0720613 ]
43,[0.23433977 0.01419449]
44,[0.00813195 0.03952193]
45,[0.24217248 0.18575978]
46,[0.23993134 0.1876452 ]
47,[0.03477186 0.05637825]
48,[0.00957665 0.06978381]
49,[0.10292484 0.11749589]
50,[0.13806057 0.09247065]
51,[0.07146808 0.05416489]
52,[0.2806914  0.19437218]
53,[0.2909547 0.1888392]
54,[0.22791022 0.17193758]
55,[0.13549335 0.1717403 ]
56,[0.13104421 0.17437315]
57,[0.0396526  0.15180337]
58,[0.17802715 0.21213853]
59,[0.17494692 0.21335196]
60,[0.43059632 0.38038778]
61,[0.51429677 0.3714131 ]
62,[0.20624256 0.13203049]
63,[0.10397719 0.1411494 ]
64,[0.13575715 0.13199258]
65,[0.11621022 0.13911057]
66,[0.11661553 0.13883734]
67,[0.1463843  0.13819289]
68,[0.15972771 0.13756359]
69,[0.19394542 0.1269468 ]
70,[0.01141101 0.00633854]
71,[0.03866328 0.01330209]
72,[0.08339858 0.0224027 ]
73,[0.09636648 0.02538019]
74,[0.05828506 0.01865083]
75,[0.12550178 0.02695131]
76,[0.14216655 0.02944613]
77,[0.12159541 0.02229261]
78,[0.19190413 0.02787745]
79,[0.31806192 0.08963633]
80,[0.29880524 0.0828594 ]
81,[0.2553193  0.08172381]
82,[0.3651449  0.11800528]
83,[0.30711076 0.11527157]
84,[0.21890986 0.08804584]
85,[0.24965963 0.0714103 ]
86,[0.22917932 0.06852996]
87,[0.24411345 0.07027316]
88,[0.23678248 0.07357788]
89,[0.5827606 0.2834028]
90,[0.46818832 0.23885155]
91,[0.3769043  0.20098817]
92,[0.36702722 0.20567465]
93,[0.39008766 0.21579933]
94,[0.33651322 0.18437445]
95,[0.36651173 0.19909298]
96,[0.39301732 0.20413077]
97,[0.37077588 0.2009064 ]
98,[0.2843846  0.19663692]
99,[0.3118801  0.18274271]
100,[0.40974224 0.19023335]
101,[0.5174442  0.20892167]
102,[0.4979307 0.2046262]
103,[0.4795307  0.20020735]
104,[0.4824519  0.19778264]
105,[0.49167946 0.19228363]
106,[0.50144064 0.18430185]
107,[0.4266855  0.13355029]
108,[0.41918138 0.1286397 ]
109,[0.30944592 0.06769896]
110,[0.3136044  0.06519175]
111,[0.33651853 0.07113516]
112,[0.35226038 0.06253326]
113,[0.3752726  0.05094194]
114,[0.36685887 0.05586708]
115,[0.34813738 0.06771564]
116,[0.3753259  0.08167183]
117,[0.40797186 0.08118188]
118,[0.36179537 0.06827176]
119,[0.46124092 0.13568616]
120,[0.47393602 0.13877761]
121,[0.45474035 0.13895667]
122,[0.45404166 0.13953698]
123,[0.44265735 0.14764607]
124,[0.42520523 0.15570438]
125,[0.41143307 0.15813434]
126,[0.47515666 0.18561828]
127,[0.4818356 0.1809417]
128,[0.489234  0.1781013]
129,[0.52952135 0.16857934]
130,[0.55312836 0.18236518]
131,[0.5621077  0.18207777]
132,[0.54120624 0.18544519]
133,[0.53901434 0.18568492]
134,[0.5368695  0.18679214]
135,[0.6306282  0.24054313]
136,[0.63382196 0.23986089]
137,[0.580827   0.24420345]
138,[0.6048397  0.24382305]
139,[0.60928077 0.24213195]
140,[0.6340903 0.2340715]
141,[0.62662256 0.23556292]
142,[0.63783544 0.24334967]
143,[0.6428439  0.24110377]
144,[0.75585043 0.32988524]
145,[0.76504177 0.32718432]
146,[0.76813114 0.32593393]
147,[0.7902336  0.32007217]
148,[0.7696727  0.32112074]
149,[0.76353604 0.3251747 ]
150,[0.779763   0.32419848]
151,[0.7929181 0.314587 ]
152,[0.75397724 0.32742584]
153,[0.7578971 0.3242786]
154,[0.71664226 0.33527064]
155,[0.72462064 0.33467913]
156,[0.7514249  0.33196962]
157,[0.7197871  0.31153607]
158,[0.7102922  0.31176734]
159,[0.7032892  0.31664455]
160,[0.68268037 0.32393885]
161,[0.6404087  0.30506444]
162,[0.6297184  0.30762243]
163,[0.60204476 0.31115294]
164,[0.5997946  0.31162834]
165,[0.4427495  0.22448182]
166,[0.43638995 0.22222388]
167,[0.42743608 0.22531974]
168,[0.50854576 0.26963806]
169,[0.5130927  0.26826656]
170,[0.55465704 0.28255534]
171,[0.5577051  0.28218663]
172,[0.60976774 0.3025415 ]
173,[0.60632086 0.3014294 ]
174,[0.55694354 0.28320432]
175,[0.557538  0.2832483]
176,[0.52128726 0.28145623]
177,[0.4969524  0.28055167]
178,[0.4975815 0.2804346]
179,[0.4992217 0.2812544]
180,[0.510075   0.28711593]
181,[0.5382514  0.29062212]
182,[0.5401426  0.28879452]
183,[0.57309747 0.305439  ]
184,[0.58729905 0.30752575]
185,[0.666167   0.33954406]
186,[0.6834406  0.34489667]
187,[0.67631084 0.34883618]
188,[0.6862976 0.3553592]
189,[0.70916736 0.35888147]
190,[0.7175712  0.35236025]
191,[0.74820364 0.36501515]
192,[0.86586416 0.4485166 ]
193,[0.83923924 0.4472133 ]
194,[0.77968067 0.4214126 ]
195,[0.76441044 0.41422784]
196,[0.776077 0.418599]
197,[0.75174224 0.4107002 ]
198,[0.75003034 0.4116645 ]
199,[0.7332995  0.39994812]
200,[0.73104715 0.3997581 ]
201,[0.7180374  0.39821625]
202,[0.722496   0.39466667]
203,[0.72740155 0.3925749 ]
204,[0.72240055 0.3915305 ]
205,[0.69744045 0.38658106]
206,[0.6841109  0.38096213]
207,[0.64928985 0.37558365]
208,[0.64622295 0.37504435]
209,[0.6535474  0.37043452]
210,[0.6510215  0.37245035]
211,[0.66368157 0.3648119 ]
212,[0.5879549 0.3472588]
213,[0.60971725 0.34948015]
214,[0.5757776 0.3319509]
215,[0.5415743  0.32621288]
216,[0.5132877  0.32087374]
217,[0.53888464 0.32259047]
218,[0.53361505 0.32507586]
219,[0.49781442 0.3221954 ]
220,[0.49812186 0.32236886]
221,[0.46874216 0.31588435]
222,[0.4573274 0.3209859]
223,[0.45641142 0.32099175]
224,[0.45793498 0.32020843]
225,[0.5470496  0.37691295]
226,[0.5395649  0.38065422]
227,[0.51887625 0.37502086]
228,[0.5406136  0.38567305]
229,[0.49722946 0.357131  ]
230,[0.49316487 0.35711467]
231,[0.5131116 0.3716371]
232,[0.5457249  0.37952518]
233,[0.5433042  0.37785804]
234,[0.5423107 0.3783672]
235,[0.5093349  0.36944163]
236,[0.49662736 0.37691557]
237,[0.49274668 0.3758037 ]
238,[0.4950806  0.37574935]
239,[0.4968095  0.37682045]
240,[0.4899583  0.37513018]
241,[0.45747805 0.37549984]
242,[0.46515122 0.3702066 ]
243,[0.5476599  0.41611326]
244,[0.56653994 0.42047644]
245,[0.5583576  0.42384195]
246,[0.49948865 0.40882587]
247,[0.5006475 0.4079585]
248,[0.49864498 0.40868413]
249,[0.50795287 0.40327644]
0,[2.5525763 6.6769753]
1,[3.890147  3.3576193]
2,[3.6875918 2.948505 ]
3,[3.9924598 2.6884623]
4,[4.3775   2.464582]
5,[4.564837  2.2327144]
6,[4.82615   2.4702325]
7,[3.6599905 1.8349802]
8,[3.760672  1.6989253]
9,[2.1947694  0.17786622]
10,[3.004048 1.096317]
11,[1.8296261 0.5043607]
12,[1.778728   0.53048956]
13,[1.7055298 0.5588981]
14,[1.6093229  0.58269477]
15,[1.7064332  0.65035653]
16,[1.7370744 0.6304872]
17,[1.6772059  0.62354565]
18,[1.6118691 0.6747863]
19,[1.6938691 0.6980119]
20,[1.6372929 0.6770196]
21,[1.6562951 0.6664505]
22,[1.5266279  0.57950115]
23,[1.5212033  0.58127606]
24,[1.629808   0.56130457]
25,[1.5669603 0.5915973]
26,[1.8327626 0.7928294]
27,[1.8097184 0.772882 ]
28,[1.8928921 0.7516172]
29,[1.867981   0.74104786]
30,[1.8369341  0.73926115]
31,[1.9032856 0.7126832]
32,[1.8955145 0.7178029]
33,[1.8430464  0.70990205]
34,[1.9959573 0.7890841]
35,[1.9454542  0.79239976]
36,[2.1101692  0.89238834]
37,[1.9657922 0.9135498]
38,[2.0158725 0.9136634]
39,[1.8030446 0.861501 ]
40,[1.8133434 0.8529675]
41,[1.9937165 1.0065858]
42,[2.0102458 0.997123 ]
43,[2.0473492 1.0107305]
44,[1.7576811  0.91771674]
45,[1.6472787  0.88734245]
46,[1.7039342  0.89766467]
47,[1.7775229 0.8529997]
48,[1.6833555  0.81351566]
49,[1.7110298  0.79925025]
50,[1.6623566 0.8163744]
51,[1.7094249  0.78257966]
52,[1.6482558  0.79477704]
53,[1.6861895 0.7645191]
54,[1.4450642  0.61568046]
55,[1.475802  0.6045927]
56,[1.5085667  0.57571244]
57,[1.4648651 0.5953324]
58,[1.370018  0.5427451]
59,[1.3654865 0.5446073]
60,[1.2738112  0.48482478]
61,[1.0898201 0.3714596]
62,[1.143656  0.4137752]
63,[1.064879   0.42553508]
64,[1.1160765  0.41145015]
65,[1.1186278  0.41091108]
66,[1.1487483 0.4035784]
67,[1.1350238  0.41063845]
68,[0.9389833 0.3210342]
69,[0.8807683  0.34287834]
70,[0.9423574  0.34954464]
71,[0.83998746 0.29865968]
72,[0.87820566 0.30499053]
73,[0.8697088  0.31241596]
74,[0.92836636 0.3610996 ]
75,[0.9571089  0.36472595]
76,[0.907638   0.36155355]
77,[1.0011922  0.40094936]
78,[1.066252   0.39863205]
79,[1.0435075  0.40002954]
80,[1.0328096  0.40656114]
81,[1.0370489 0.4087875]
82,[1.1878505  0.51539063]
83,[1.188718  0.5152999]
84,[1.2185494 0.5161631]
85,[1.2856416  0.50740075]
86,[1.338468  0.5077175]
87,[1.3362181 0.5071229]
88,[1.3623707 0.4850979]
89,[1.3724031  0.47709227]
90,[1.2191912  0.43075335]
91,[1.2418551 0.4162649]
92,[1.4141171 0.5450903]
93,[1.4255155  0.53743076]
94,[1.4016316 0.5322014]
95,[1.3219197  0.48049343]
96,[1.2990758  0.47520483]
97,[1.3049842 0.4706428]
98,[1.2905815 0.4779899]
99,[1.2485405  0.46424592]
100,[1.3151934 0.4872502]
101,[1.3220156  0.48362124]
102,[1.4532416 0.5242686]
103,[1.5191765  0.55040956]
104,[1.4789844 0.5395349]
105,[1.4165363 0.5284914]
106,[1.511903  0.5470073]
107,[1.513185  0.5462862]
108,[1.5039909  0.54942095]
109,[1.5032712 0.5498644]
110,[1.5132604  0.54699063]
111,[1.5168513  0.54529166]
112,[1.5219027  0.54913986]
113,[1.5240322 0.5482273]
114,[1.5351045 0.5454557]
115,[1.534894   0.54559326]
116,[1.5093336 0.536163 ]
117,[1.5237296 0.528967 ]
118,[1.5279435  0.52595305]
119,[1.5088452  0.51756847]
120,[1.4888316  0.52078235]
121,[1.4374738 0.5281919]
122,[1.3798919 0.4887638]
123,[1.308692  0.4424802]
124,[1.31555    0.43756068]
125,[1.1852026 0.3626156]
126,[1.0663114 0.296224 ]
127,[0.94693047 0.21459544]
128,[0.9400257 0.2155528]
129,[0.9008749  0.22983027]
130,[0.91826534 0.22771311]
131,[0.9138175  0.22948396]
132,[0.9309662  0.23805547]
133,[0.88743454 0.22007775]
134,[0.9076562  0.21139503]
135,[0.9354675  0.20503473]
136,[0.9321302  0.20631695]
137,[0.93606734 0.20554364]
138,[0.9404266  0.20427585]
139,[0.94223815 0.20389354]
140,[0.90674853 0.19979799]
141,[0.98499393 0.20766056]
142,[0.98358226 0.20803225]
143,[1.0293256  0.22973871]
144,[1.0178015 0.2378031]
145,[1.0684285  0.26443505]
146,[1.0630059  0.26611757]
147,[1.0491982  0.26862168]
148,[0.9003105  0.17822862]
149,[0.94884664 0.18657672]
150,[1.0304304  0.23236811]
151,[1.0234967  0.23182094]
152,[0.9955835 0.2211591]
153,[1.0206165  0.23497164]
154,[1.0581754  0.24054992]
155,[1.051325   0.24307418]
156,[1.083683  0.2706381]
157,[1.0068009  0.23318803]
158,[1.0151881  0.23024619]
159,[0.9408709  0.22067821]
160,[0.91416043 0.21763778]
161,[0.9182412 0.2156694]
162,[0.9140312  0.21814632]
163,[0.9745451 0.245942 ]
164,[1.0043211  0.24569607]
165,[1.0715628 0.2798457]
166,[1.0486332  0.27860832]
167,[1.0372316  0.27946913]
168,[1.1244433  0.31593025]
169,[1.1124667 0.3171556]
170,[1.1086093  0.31735492]
171,[1.0517347 0.2680484]
172,[1.0614743  0.26762867]
173,[1.0491203  0.26800513]
174,[1.0469652  0.26815152]
175,[1.0329347 0.2699839]
176,[1.0199083 0.2772169]
177,[0.97760886 0.2764969 ]
178,[0.94827783 0.27918518]
179,[0.91469884 0.27818727]
180,[0.9195492 0.2783873]
181,[0.9053924  0.28006124]
182,[0.8545892 0.2797526]
183,[0.8602192  0.27527618]
184,[0.8589817 0.2758758]
185,[0.9494145  0.34153306]
186,[0.89069045 0.32822776]
187,[0.81545484 0.3006096 ]
188,[0.7604321 0.2859453]
189,[0.69287246 0.2645303 ]
190,[0.6991294  0.26047885]
191,[0.671745   0.25124884]
192,[0.63870466 0.24278522]
193,[0.63528824 0.24482477]
194,[0.63123274 0.24839401]
195,[0.626037   0.25119793]
196,[0.5977855  0.24446082]
197,[0.6861204 0.3182845]
198,[0.65327406 0.30837393]
199,[0.6204283  0.29942286]
200,[0.62112653 0.2990198 ]
201,[0.53421146 0.23747694]
202,[0.4811082  0.22475195]
203,[0.4798798  0.22449458]
204,[0.4692958  0.22089827]
205,[0.60407716 0.33885086]
206,[0.6336911  0.34904528]
207,[0.62977177 0.35132027]
208,[0.6374028  0.34600282]
209,[0.59356934 0.3335513 ]
210,[0.6401773 0.3525282]
211,[0.637752   0.35186493]
212,[0.6377555  0.35186303]
213,[0.62173444 0.3488809 ]
