Iteration,param_diffs
0,[0.        1.4245257]
1,[0.      2.35405]
2,[0.       1.803323]
3,[0.        1.3420222]
4,[0.       0.973192]
5,[0.         0.91196775]
6,[0.         0.47626084]
7,[0.         0.51620007]
8,[0.         0.41040957]
9,[0.         0.35630983]
10,[0.        0.5518562]
11,[0.         0.50828636]
12,[0.        0.7551464]
13,[0.     0.5899]
14,[0.        0.6179217]
15,[0.        0.5625442]
16,[0.        0.4679001]
17,[0.         0.48914534]
18,[0.         0.45054674]
19,[0.         0.43953824]
20,[0.        0.4141084]
21,[0.         0.42030805]
22,[0.         0.45828247]
23,[0.         0.46987444]
24,[0.         0.46479905]
25,[0.        0.3696676]
26,[0.        0.3555755]
27,[0.         0.47291172]
28,[0.        0.4623044]
29,[0.         0.42654234]
30,[0.        0.4253316]
31,[0.         0.44133222]
32,[0.         0.44610357]
33,[0.        0.5046091]
34,[0.        0.4927547]
35,[0.         0.45840758]
36,[0.         0.46116197]
37,[0.        0.4476813]
38,[0.        0.4629146]
39,[0.        0.4671716]
40,[0.        0.4727376]
41,[0.        0.4512108]
42,[0.        0.5430362]
43,[0.        0.5637201]
44,[0.        0.5554267]
45,[0.        0.5338999]
46,[0.         0.53063154]
47,[0.        0.5169195]
48,[0.       0.500881]
49,[0.         0.47588134]
50,[0.         0.45764035]
51,[0.        0.4405306]
52,[0.         0.44661337]
53,[0.         0.45085847]
54,[0.         0.44991493]
55,[0.         0.45273542]
56,[0.         0.42120486]
57,[0.        0.4074037]
58,[0.        0.4065199]
59,[0.         0.42286903]
60,[0.       0.413396]
61,[0.        0.4128893]
62,[0.         0.42480785]
63,[0.        0.4076755]
64,[0.        0.3954751]
65,[0.        0.3670112]
66,[0.         0.36238748]
67,[0.         0.38407403]
68,[0.         0.38532686]
69,[0.        0.3649152]
70,[0.         0.36005044]
71,[0.         0.35501122]
72,[0.         0.34566456]
73,[0.        0.3404665]
74,[0.        0.3366102]
75,[0.        0.3337924]
76,[0.         0.32634842]
77,[0.         0.31901187]
78,[0.        0.3210138]
79,[0.         0.32122725]
80,[0.         0.31815058]
81,[0.         0.31155622]
82,[0.         0.32106018]
83,[0.         0.37516254]
84,[0.        0.3797258]
85,[0.         0.36635435]
86,[0.         0.36177957]
87,[0.        0.3577513]
