Iteration,param_diffs
0,[0.        1.4245257]
1,[0.         0.63897145]
2,[0.        0.4221784]
3,[0.         0.09415364]
4,[0.        0.3439814]
5,[0.         0.13680458]
6,[0.         0.08691323]
7,[0.         0.03485262]
8,[0.         0.04880583]
9,[0.         0.10426629]
10,[0.         0.11930621]
11,[0.         0.17183137]
12,[0.         0.22251284]
13,[0.        0.1531173]
14,[0.        0.1769129]
15,[0.         0.16006732]
16,[0.         0.15307736]
17,[0.         0.12144923]
18,[0.         0.49403167]
19,[0.         0.54423434]
20,[0.        0.5736539]
21,[0.         0.47192365]
22,[0.         0.49059916]
23,[0.        0.4427868]
24,[0.         0.43359375]
25,[0.         0.39268762]
26,[0.        0.3570391]
27,[0.         0.33191812]
28,[0.         0.36379713]
29,[0.         0.38577724]
30,[0.         0.43877602]
31,[0.        0.4430458]
32,[0.         0.45539707]
33,[0.         0.39913887]
34,[0.         0.38382494]
35,[0.        0.3610174]
36,[0.         0.36290735]
37,[0.         0.34787458]
38,[0.        0.3360392]
39,[0.         0.31858373]
40,[0.        0.3288033]
41,[0.         0.32800764]
42,[0.        0.3258413]
43,[0.         0.32959324]
44,[0.         0.33513325]
45,[0.         0.34664428]
46,[0.        0.4300701]
47,[0.         0.41413224]
48,[0.         0.38781446]
49,[0.        0.3827268]
50,[0.         0.37804347]
51,[0.         0.37054956]
52,[0.       0.367279]
53,[0.         0.41146064]
54,[0.         0.39670378]
55,[0.         0.38887972]
56,[0.         0.38882095]
57,[0.         0.44100863]
58,[0.         0.44803327]
59,[0.         0.47636265]
60,[0.         0.47795957]
61,[0.        0.4767604]
62,[0.         0.46266055]
63,[0.         0.45692623]
64,[0.         0.45152175]
65,[0.        0.4481992]
66,[0.        0.4371652]
67,[0.         0.48515493]
68,[0.         0.45839077]
69,[0.        0.4480766]
70,[0.         0.44801968]
71,[0.         0.44884735]
72,[0.         0.43673635]
73,[0.       0.422899]
74,[0.        0.4306774]
75,[0.         0.52396995]
76,[0.        0.5738118]
77,[0.         0.56756043]
78,[0.        0.5643035]
79,[0.         0.55158025]
80,[0.         0.54256415]
81,[0.        0.5288898]
82,[0.        0.4867534]
83,[0.        0.4829949]
84,[0.        0.4917634]
85,[0.         0.47236782]
86,[0.         0.48503888]
87,[0.         0.48030812]
88,[0.        0.5077738]
89,[0.         0.49853277]
90,[0.         0.49237072]
91,[0.         0.49028546]
92,[0.         0.49010664]
93,[0.        0.4730317]
94,[0.        0.4567268]
95,[0.        0.4584465]
96,[0.        0.4437006]
97,[0.        0.4756034]
98,[0.         0.47769523]
99,[0.         0.48713195]
0,[0.       3.102387]
1,[0.        1.7668955]
2,[0.        1.1641735]
3,[0.         0.50581986]
4,[0.        0.8638029]
5,[0.        0.5070436]
6,[0.        0.5401195]
7,[0.        0.4439065]
8,[0.        0.5599264]
9,[0.         0.00048059]
10,[0.         0.09624863]
11,[0.        0.1377253]
12,[0.        0.1467979]
13,[0.        0.3563376]
14,[0.         0.39613765]
15,[0.         0.36908114]
16,[0.        0.3589242]
17,[0.         0.34119946]
18,[0.         0.58224386]
19,[0.         0.49720538]
20,[0.        0.4151665]
21,[0.        0.3705492]
22,[0.         0.39094907]
23,[0.         0.41074455]
24,[0.         0.37268877]
25,[0.         0.36120284]
26,[0.         0.34224373]
27,[0.         0.36159796]
28,[0.         0.37827426]
29,[0.        0.3431542]
30,[0.        0.3220477]
31,[0.       0.299325]
32,[0.         0.28656435]
33,[0.        0.2679087]
34,[0.         0.24631506]
35,[0.         0.24140722]
36,[0.         0.13734096]
37,[0.         0.11208832]
38,[0.         0.11112767]
39,[0.         0.12130326]
40,[0.         0.05128908]
41,[0.         0.02416945]
42,[0.         0.00161833]
43,[0.         0.02064586]
44,[0.         0.02596784]
45,[0.         0.03732765]
46,[0.         0.05825615]
47,[0.         0.04943955]
48,[0.         0.04464364]
49,[0.         0.05176318]
50,[0.         0.06763613]
51,[0.         0.05709946]
52,[0.         0.04857373]
53,[0.         0.02211547]
54,[0.         0.01971132]
55,[0.         0.08013213]
56,[0.         0.05182856]
57,[0.         0.06171793]
58,[0.         0.05052954]
59,[0.         0.05151445]
60,[0.         0.05161029]
61,[0.         0.11219364]
62,[0.         0.11884189]
63,[0.         0.12143934]
64,[0.        0.1163227]
65,[0.         0.13625759]
66,[0.         0.12857068]
67,[0.         0.11680096]
68,[0.         0.10890216]
69,[0.         0.10678774]
70,[0.         0.12283069]
71,[0.         0.09275931]
72,[0.         0.08949327]
73,[0.         0.09033078]
74,[0.         0.08375561]
75,[0.         0.11481661]
76,[0.         0.11663306]
77,[0.         0.12026846]
78,[0.         0.11462063]
79,[0.        0.1183235]
80,[0.       0.124228]
81,[0.         0.09482503]
82,[0.         0.07474351]
83,[0.         0.06423795]
84,[0.         0.06288201]
85,[0.         0.07684386]
86,[0.         0.07990015]
87,[0.         0.08751988]
88,[0.        0.0786283]
89,[0.         0.07841587]
90,[0.         0.08954513]
91,[0.         0.08419418]
92,[0.         0.09092957]
93,[0.         0.10038841]
94,[0.         0.10324687]
95,[0.         0.14877576]
96,[0.         0.17124766]
97,[0.         0.16732466]
98,[0.         0.16039735]
99,[0.         0.16385496]
0,[0.        1.8589375]
1,[0.       2.110268]
2,[0.        1.6858778]
3,[0.        1.3106971]
4,[0.         0.75918186]
5,[0.       0.670516]
6,[0.        0.5782423]
7,[0.        0.4102807]
8,[0.         0.00174296]
9,[0.         0.08792585]
10,[0.         0.13947213]
11,[0.        0.1245327]
12,[0.         0.08769679]
13,[0.         0.04742569]
14,[0.         0.03438306]
15,[0.         0.02264297]
16,[0.         0.03859073]
17,[0.         0.17264557]
18,[0.         0.18768585]
19,[0.         0.58654594]
20,[0.         0.48601633]
21,[0.         0.83533597]
22,[0.        0.7720077]
23,[0.        0.8349672]
24,[0.         0.78367877]
25,[0.        1.0106175]
26,[0.         0.96893543]
27,[0.         0.91110617]
28,[0.        0.9181792]
29,[0.        0.8707968]
