Iteration,param_diffs
0,[0.47624964 1.1134984 ]
1,[0.9816259 0.1116581]
2,[0.7899147  0.33241135]
3,[0.60306776 0.79362535]
4,[0.5774161 0.8366231]
5,[0.82193303 0.5777266 ]
6,[0.90066427 0.34633303]
7,[0.9130671 0.2157296]
8,[0.883309  1.7952349]
9,[0.9410936 1.7135537]
10,[0.97116804 1.3647456 ]
11,[0.43416476 1.0443444 ]
12,[2.0095    2.5227175]
13,[2.1481838 2.4394283]
14,[2.21453   2.3789983]
15,[2.2270951 2.3609142]
16,[2.2803373 2.3978183]
17,[2.3408442 2.3494978]
18,[2.651299  2.4532657]
19,[2.8898258 2.6104836]
20,[2.9298427 2.5739317]
21,[2.9673831 2.5502446]
22,[2.493115  2.2332952]
23,[2.615782  2.0934849]
24,[2.6395903 2.0580065]
25,[2.6747174 2.0077145]
26,[2.9756222 2.2382762]
27,[2.6029937 1.9171393]
28,[2.7226896 1.8490071]
29,[2.8558624 1.9341474]
30,[2.5642936 1.7074594]
31,[2.3609302 1.6050885]
32,[2.1920187 1.5285656]
33,[2.2208912 1.5008705]
34,[2.2577605 1.4717526]
35,[2.1880112 1.4974132]
36,[2.1930287 1.4946315]
37,[2.1321986 1.5272009]
38,[2.1172495 1.5337563]
39,[2.1525605 1.5130258]
40,[2.090856  1.5549788]
41,[2.0894306 1.5557814]
42,[2.1465273 1.4937215]
43,[2.2244556 1.5367346]
44,[2.2686768 1.4919326]
45,[2.0787623 1.4146879]
46,[2.044275  1.4311633]
47,[2.087924  1.3957167]
48,[2.0764387 1.4014721]
49,[2.0527773 1.4126804]
50,[2.0652437 1.4002137]
51,[1.933027  1.3280857]
52,[1.921149  1.3408725]
53,[1.8570163 1.3116772]
54,[1.2515848  0.83477473]
55,[1.2510084 0.8343928]
56,[1.3011444 0.8028612]
57,[1.2961651 0.8065282]
58,[1.3160892 0.7918799]
59,[1.3163805 0.7914665]
60,[0.9901554 0.5483581]
61,[0.71094406 0.39247108]
62,[0.8611766 0.460505 ]
63,[0.70015275 0.3511641 ]
64,[0.6945976  0.35405004]
65,[0.5484789  0.27020204]
66,[0.5611221  0.26531935]
67,[0.2995793  0.06990767]
68,[0.34357572 0.09803927]
69,[0.23217078 0.00959539]
70,[0.22340661 0.01264167]
71,[0.25828508 0.00782365]
72,[0.237801   0.00984275]
73,[0.21807675 0.02678919]
74,[0.20906141 0.0309608 ]
75,[0.23555827 0.04264581]
76,[0.12360622 0.02740091]
77,[0.17017777 0.01056987]
78,[0.15942836 0.00485468]
79,[0.05382581 0.10484898]
80,[0.06697878 0.09620082]
81,[0.02987961 0.04290301]
82,[0.01155734 0.03486264]
83,[0.01704371 0.03942555]
84,[0.00400137 0.02875417]
85,[0.00891574 0.0259161 ]
86,[0.00896677 0.04206276]
87,[0.04641358 0.01787323]
