Iteration,param_diffs
0,[0.08122218 0.06737912]
1,[1.0435538 1.8127637]
2,[1.2988443 1.2068634]
3,[0.17210227 2.6218965 ]
4,[0.19909394 2.635649  ]
5,[0.35345674 2.5883818 ]
6,[0.09809434 2.8835702 ]
7,[0.02216794 2.855959  ]
8,[0.00819835 2.8348124 ]
9,[0.05390853 2.828931  ]
10,[0.47926545 2.8672113 ]
11,[0.72335136 2.7013311 ]
12,[0.41601777 2.346581  ]
13,[0.7733285 1.1365305]
14,[0.7760737 1.1354455]
15,[0.51187265 0.9907108 ]
16,[0.15489346 1.4212043 ]
17,[0.30423665 1.5104891 ]
18,[0.34008172 1.4589454 ]
19,[0.28050467 1.4501314 ]
20,[0.3166864 1.4693643]
21,[0.34548402 1.5047228 ]
22,[0.10188335 1.2191305 ]
23,[0.17929092 1.1789501 ]
24,[0.21420462 1.1971083 ]
25,[0.04057947 1.6780074 ]
26,[0.01529601 1.6348462 ]
27,[0.16567057 1.6941767 ]
28,[0.34418   1.7577515]
29,[0.21782336 1.8335255 ]
30,[0.17739826 1.8843302 ]
31,[0.17555702 1.8866171 ]
32,[0.1848804 1.8866373]
33,[0.15394992 1.9543995 ]
34,[0.00728787 1.7098689 ]
35,[0.05617946 1.7685721 ]
36,[0.05455062 1.6759264 ]
37,[0.17132717 1.3240752 ]
38,[0.0520176 1.3611172]
39,[0.22254866 1.6108527 ]
40,[0.18642469 1.6229538 ]
41,[0.14854674 1.6731763 ]
42,[0.2172159 1.7285002]
43,[0.14736924 1.6232022 ]
44,[0.36684597 1.9017253 ]
45,[0.20925662 1.8242693 ]
46,[0.2793635 1.7526038]
47,[0.38592064 1.650192  ]
48,[0.17145687 1.741935  ]
49,[0.1662465 1.7448153]
50,[0.36658263 2.0698395 ]
51,[0.34947458 2.0535054 ]
52,[0.27843744 2.0511098 ]
53,[0.15842624 2.0259573 ]
54,[0.1683951 2.0190716]
55,[0.18343465 1.9970653 ]
56,[0.26942003 2.021012  ]
57,[0.32745695 1.9877975 ]
58,[0.25000846 1.9071912 ]
59,[0.1472479 1.869087 ]
60,[0.13689911 1.874084  ]
61,[0.22018054 1.9019058 ]
62,[0.25207907 1.864581  ]
63,[0.31036344 1.8468254 ]
64,[0.16312368 1.5495948 ]
65,[0.10640232 1.5095701 ]
66,[0.17914446 1.5869353 ]
67,[0.2103703 1.6057495]
68,[0.22060695 1.6134565 ]
69,[0.20016684 1.6104642 ]
70,[0.0254729 1.4555336]
71,[0.08902869 1.4254413 ]
72,[0.09693018 1.4288281 ]
73,[0.03321625 1.4662097 ]
74,[0.02689705 1.4574196 ]
75,[0.09236973 1.4698571 ]
76,[0.12613973 1.4601812 ]
77,[0.20239753 1.3403203 ]
78,[0.24277608 1.3689024 ]
79,[0.27842703 1.3573186 ]
80,[0.324099  1.3408377]
81,[0.27985907 1.3406831 ]
82,[0.29279387 1.3256456 ]
83,[0.28841764 1.3291794 ]
84,[0.35982126 1.2618881 ]
85,[0.36872384 1.2575827 ]
86,[0.43651247 1.2460124 ]
87,[0.4988694 1.5953815]
88,[0.5306906 1.6101229]
89,[0.58077633 1.530086  ]
90,[0.5628209 1.5390886]
91,[0.5819237 1.514072 ]
92,[0.5182611 1.4880998]
93,[0.5320235 1.4565375]
94,[0.45425943 1.4560733 ]
95,[0.40157557 1.4706655 ]
96,[0.4948266 1.6242262]
97,[0.3887168 1.2763852]
98,[0.25256908 1.1784517 ]
99,[0.25060478 1.1791129 ]
100,[0.2673762 1.1631002]
101,[0.23979698 1.1983199 ]
102,[0.33733523 1.2272489 ]
103,[0.33351022 1.2282251 ]
104,[0.3244188 1.2399571]
105,[0.30822194 1.2478591 ]
106,[0.26437852 1.2243366 ]
107,[0.26285714 1.2235401 ]
108,[0.2631353 1.2236986]
109,[0.2237397 1.1624862]
110,[0.20757169 1.1743704 ]
111,[0.25146788 1.1778854 ]
112,[0.33644682 1.3122911 ]
113,[0.30343163 1.2506747 ]
114,[0.30319723 1.2508202 ]
115,[0.30196717 1.2514083 ]
116,[0.28607246 1.2424809 ]
117,[0.29224452 1.2348928 ]
118,[0.29740715 1.234923  ]
119,[0.24348176 1.1959267 ]
