Iteration,param_diffs
0,[0.07673112 1.4710717 ]
1,[0.06704953 1.4502511 ]
2,[0.34941363 0.58695984]
3,[0.39329323 0.4223838 ]
4,[0.33391857 0.51703954]
5,[0.45973998 0.37484896]
6,[0.50595    0.45200777]
7,[0.3551513  0.39796162]
8,[0.03433269 0.5794318 ]
9,[0.19244382 1.094594  ]
10,[0.3641181  0.84505606]
11,[0.14407143 1.0650434 ]
12,[0.1359008 1.0092549]
13,[0.16466814 0.99062693]
14,[0.37417305 0.9093914 ]
15,[0.34338015 0.8441627 ]
16,[0.20914109 0.8666172 ]
17,[0.35826054 0.7226393 ]
18,[0.76095533 1.1661668 ]
19,[0.84811026 1.2391119 ]
20,[0.61404604 1.2433898 ]
21,[0.6645098 1.2519329]
22,[0.7415068 1.4047382]
23,[0.85792536 1.3301625 ]
24,[0.83170545 1.3394992 ]
25,[0.77250826 1.316253  ]
26,[0.9261777 1.2814398]
27,[0.8369596 1.2279596]
28,[1.2059704 1.3084211]
29,[1.3321214 1.1911566]
30,[1.3129293 1.1897292]
31,[1.4559871 1.1095095]
32,[1.4129653 1.0753906]
33,[1.4046361 1.0794909]
34,[1.5965395 1.0022085]
35,[1.500485  1.0258455]
36,[1.4807681 1.0207417]
37,[1.5320419 1.0032   ]
38,[1.6905859 1.0944219]
39,[1.7373384 1.088923 ]
40,[1.9036486 1.0153713]
41,[1.9078367 1.0152068]
42,[1.736752  1.0694504]
43,[1.8257273 1.1059821]
44,[1.9243323 1.1177886]
45,[1.8027552 1.1424148]
46,[1.8637695 1.0934653]
47,[1.997517  1.0839329]
48,[2.1088116 1.1780136]
49,[1.6459997 1.0209813]
50,[1.777081  0.9337082]
51,[1.8273572 0.9334754]
52,[1.7173578  0.92737615]
53,[1.5259521  0.87424815]
54,[1.1344801  0.55646634]
55,[1.1350543 0.5562651]
56,[1.0682938 0.5463637]
57,[1.0070679 0.5161325]
58,[1.1357985  0.61490893]
59,[1.2250106  0.67152464]
60,[1.2523963 0.6715026]
61,[1.2318211  0.66750884]
62,[1.2234573  0.67098737]
63,[1.3490372  0.65267384]
64,[1.3147842 0.6488583]
65,[1.4248762  0.69862247]
66,[1.5282893  0.62093675]
67,[1.6191046 0.6502553]
68,[1.5649639  0.67887473]
69,[1.5455053  0.66796684]
70,[1.5793455 0.652694 ]
71,[1.5271405 0.674845 ]
72,[1.4597894  0.63182306]
73,[1.5576602 0.6126368]
74,[1.5473475 0.6074307]
75,[1.5328469 0.6027664]
76,[1.4232413 0.6288893]
77,[1.3407726 0.6590401]
78,[1.404286  0.6394179]
79,[1.358093   0.64183056]
80,[1.3736604 0.6441699]
81,[1.3921732 0.6451874]
82,[1.3002204 0.666379 ]
83,[1.4909121 0.7163805]
84,[1.4934072 0.7159058]
85,[1.4903162 0.7179837]
86,[1.4737501 0.7283753]
87,[1.5239042 0.7256968]
88,[1.4864748  0.74470186]
89,[1.4951531  0.74716353]
90,[1.534911  0.7412853]
91,[1.5125148 0.7467581]
92,[1.4750643 0.7623116]
93,[1.350185   0.77084315]
94,[1.3172584  0.77992964]
95,[1.2921884  0.76924205]
96,[1.4057145 0.7719387]
97,[1.3831301  0.76738954]
98,[1.3019806 0.8150685]
99,[1.2141535  0.78207505]
0,[3.4690747 4.2892313]
1,[3.82758   5.2947607]
2,[3.6991558 5.0868316]
3,[3.5427923 4.211004 ]
4,[3.564445  4.1446743]
5,[3.4422538 3.9016457]
6,[3.3237553 2.9866297]
7,[3.3751812 2.7515516]
8,[3.3908725 2.5000875]
9,[3.3584735 2.480842 ]
10,[2.8731356 1.8953137]
11,[2.9663935 1.9055271]
12,[3.2269921 2.1170146]
13,[3.2794294 2.1308012]
14,[3.2710903 2.1257594]
15,[3.406632  2.0670223]
16,[3.252584  2.0815291]
17,[3.2878776 2.0409727]
18,[3.197669 1.965858]
19,[3.0748708 2.0426183]
20,[3.1476269 2.0856662]
21,[3.1734955 2.080851 ]
22,[3.2460957 1.9611331]
23,[3.2914572 1.9802041]
24,[3.692123  2.0944276]
25,[3.2658129 1.7467262]
26,[3.0622997 1.6824781]
27,[2.51497  1.182208]
28,[2.6718576 1.1189013]
29,[2.9064558 1.1439538]
30,[3.1942549 1.1424341]
31,[3.237722  1.1181471]
32,[3.336386  1.0356966]
33,[3.1181772 0.948233 ]
34,[3.0537739 0.91259  ]
35,[3.1072502  0.86666495]
36,[3.084576   0.87159735]
37,[3.2282162 0.9433126]
38,[3.3046603 0.9000428]
39,[3.3826692 0.8743215]
40,[3.4716575  0.85894585]
41,[3.439161  0.8597837]
42,[2.9692535 0.8324033]
43,[2.4618435  0.50945914]
44,[2.2502465 0.4786266]
45,[2.350336   0.49792016]
46,[2.3542666 0.5014397]
47,[2.2720768  0.51136637]
48,[1.9624997  0.38784492]
49,[1.9146736 0.4209774]
50,[2.0886302  0.37781155]
51,[2.0876236  0.37704897]
52,[2.319557   0.44457048]
53,[2.3108213 0.4494965]
54,[2.3684506 0.427562 ]
55,[2.3696733  0.42779577]
56,[2.5509014 0.5281152]
57,[2.1318638  0.11010075]
58,[1.8852099  0.10312462]
59,[1.887693   0.10128069]
60,[1.8567866 0.0816775]
61,[1.7176305  0.06504065]
62,[1.5326393 0.081442 ]
63,[1.6401613  0.04665774]
64,[1.9649185  0.24438637]
65,[1.8650323  0.31348306]
66,[1.7500339  0.35761166]
67,[1.5427625 0.2450881]
68,[1.6809253  0.22539526]
69,[1.727549   0.27684438]
70,[1.8466163  0.28142416]
71,[2.0379467 0.3129319]
72,[1.9780265  0.33382237]
73,[1.939383   0.33556503]
74,[2.129761   0.38589025]
75,[2.1778758  0.40885037]
76,[1.941816   0.34233904]
77,[2.0170836  0.30435395]
78,[1.9734498  0.34004068]
79,[1.939292   0.33355093]
80,[1.8366976  0.29492623]
81,[1.911056  0.2663436]
82,[1.7114054  0.31464356]
83,[1.7523106  0.29617542]
84,[1.7235239 0.2858526]
85,[1.717326   0.29061514]
86,[1.7205447  0.28819823]
87,[1.7489766 0.2945071]
88,[1.8077294 0.2804836]
89,[1.7669115  0.26669127]
90,[1.7578635  0.26084536]
91,[1.686008  0.2712096]
92,[1.683597   0.27259904]
93,[1.6100833 0.2723204]
94,[1.638237  0.2458387]
95,[1.5217036  0.18652558]
96,[1.5322473  0.18247497]
97,[1.5396836  0.17878807]
98,[1.5140468  0.17872036]
99,[1.6321603  0.23060608]
0,[1.1613833 1.8225513]
1,[1.0589857 5.728035 ]
2,[1.122154 5.333607]
3,[1.0597539 5.0771112]
4,[0.9574589 5.09781  ]
5,[0.73943985 3.747046  ]
6,[0.60890144 2.690693  ]
7,[0.45640665 2.5913723 ]
8,[0.17055166 3.0263143 ]
9,[0.38999176 2.2905805 ]
10,[0.34706652 2.227228  ]
11,[0.2251378 2.410105 ]
12,[0.11763209 2.3480146 ]
13,[0.44350523 1.9590552 ]
14,[0.78956753 1.2835255 ]
15,[0.68829316 1.236767  ]
16,[0.5285568 1.2664585]
17,[0.53699416 1.25773   ]
18,[0.32716674 1.027286  ]
19,[0.18736878 0.9550377 ]
20,[0.6357515  0.68976307]
21,[0.6353549 0.689765 ]
22,[0.50675803 0.5218661 ]
23,[0.48552826 0.51621556]
24,[0.8025178 0.1997602]
25,[0.7993696  0.19815922]
26,[0.6374107  0.23174691]
27,[0.5526714  0.20121634]
28,[0.5214312  0.22441626]
29,[0.46996063 0.19377005]
30,[0.5186323 0.2011224]
31,[0.6334678  0.19297874]
32,[0.56963265 0.14454901]
33,[0.57503414 0.14293635]
34,[0.3029815  0.21112132]
35,[0.15166989 0.20608795]
36,[0.71269035 0.09741586]
37,[0.75583494 0.09345794]
38,[0.79395026 0.09725416]
39,[0.4114853  0.03176582]
40,[0.22282451 0.18393993]
41,[0.27341563 0.21477473]
42,[0.28345054 0.22616303]
43,[0.10301235 0.13946295]
44,[0.01129819 0.05932045]
45,[0.06385271 0.04051542]
46,[0.06174228 0.04191637]
47,[0.13879193 0.09424734]
48,[0.09012766 0.16493261]
49,[0.02733399 0.10723984]
50,[0.01273175 0.1130352 ]
51,[0.08494525 0.1347152 ]
52,[0.02134828 0.11223769]
53,[0.00043298 0.12139761]
54,[0.00033067 0.12145686]
55,[0.01089662 0.12312198]
56,[0.0473465  0.13446474]
57,[0.14598563 0.11085641]
58,[0.31357008 0.12487817]
59,[0.30792966 0.12266195]
60,[0.38305545 0.14137614]
61,[0.35358092 0.11743307]
62,[0.5739184  0.01575208]
63,[0.42237407 0.03493774]
64,[0.43620333 0.04778838]
65,[1.1108444  0.38579005]
66,[1.0572519 0.4066311]
67,[0.720924 0.18    ]
68,[0.96698684 0.17189306]
69,[0.9188535 0.1794039]
70,[0.8062705  0.20322347]
71,[0.8017053  0.20130134]
72,[0.61052465 0.13603425]
73,[0.6247517  0.13778055]
74,[0.5830716  0.15650678]
75,[0.67155015 0.15712297]
76,[0.61608434 0.15409833]
77,[0.65192485 0.16740036]
78,[0.6265298  0.16272074]
79,[0.6412487  0.14985812]
80,[0.79097104 0.19550896]
81,[0.79716456 0.19458735]
82,[0.62656116 0.11722505]
83,[0.36838183 0.05045354]
84,[0.3169273  0.03649199]
85,[0.07448667 0.09653151]
86,[0.02298191 0.09052289]
87,[0.00199363 0.09279728]
88,[0.0097529  0.09428334]
89,[0.0704694  0.09554982]
90,[0.12832403 0.06531692]
91,[0.00746857 0.00539279]
92,[0.0296539  0.00689852]
93,[0.10571811 0.03395927]
94,[0.10006833 0.03594506]
95,[0.11481467 0.02465487]
96,[0.11129048 0.02406961]
97,[0.05144276 0.00022864]
98,[0.05205153 0.00037849]
99,[0.3650328 0.4390962]
0,[1.430869  2.4586544]
1,[1.4489789 1.1064473]
2,[1.4375019 1.1824636]
3,[1.3750398  0.13678646]
4,[1.2535173  0.18338299]
5,[1.3798598  0.13669443]
6,[1.4653721 0.2854969]
7,[1.590917   0.10689116]
8,[1.4090754 0.3294878]
9,[1.3278558 0.1918273]
10,[1.5861949  0.06837094]
