Iteration,param_diffs
0,[0.07673112 1.4710717 ]
1,[0.24240619 1.8273587 ]
2,[0.23582685 0.8423723 ]
3,[0.10411043 1.0233843 ]
4,[0.09022653 1.0461624 ]
5,[0.16730547 1.3684189 ]
6,[0.01535845 1.1338477 ]
7,[0.07668667 1.0295959 ]
8,[0.07106611 1.2276745 ]
9,[0.13251622 1.6964908 ]
10,[0.2762184 1.4891233]
11,[0.15860084 1.3819695 ]
12,[0.12257215 1.2327805 ]
13,[0.11091108 1.2408195 ]
14,[0.28143132 1.3907819 ]
15,[0.39494503 1.3130391 ]
16,[0.30750167 1.242368  ]
17,[0.46082756 1.1116903 ]
18,[0.5267265 1.0679176]
19,[0.6134407 1.1389387]
20,[0.64922714 1.1120126 ]
21,[0.5674773 1.1436205]
22,[0.67443484 1.2719183 ]
23,[0.72837776 1.2450557 ]
24,[0.75047547 1.2292099 ]
25,[1.0150563 1.3808954]
26,[0.7961209 1.288626 ]
27,[0.6778725 1.2269127]
28,[0.78335357 1.1770482 ]
29,[0.94690585 1.0845718 ]
30,[0.90102965 1.1043589 ]
31,[1.0105407 1.0585475]
32,[0.9498523 1.0186441]
33,[0.9287237 1.026125 ]
34,[0.9494252 1.0169692]
35,[1.0442547 0.9900546]
36,[1.1199605  0.96913624]
37,[1.1322085  0.96544814]
38,[1.136493  0.9636103]
39,[1.0833406 0.9808372]
40,[1.098563   0.97532964]
41,[1.0997614 0.9749471]
42,[0.7230069  0.83185863]
43,[0.7982789 0.8048103]
44,[0.9170213 0.7692218]
45,[1.0683063 0.843156 ]
46,[1.0917857 0.8273301]
47,[0.9765007 0.78074  ]
48,[0.883614   0.82110846]
49,[0.9730246 0.8706856]
50,[1.0650177  0.82293236]
51,[0.83202416 0.7667713 ]
52,[0.850407 0.761291]
53,[0.90553    0.78580606]
54,[0.4056263  0.48498988]
55,[0.4809149 0.4579066]
56,[0.37695122 0.4198097 ]
57,[0.7143631 0.59489  ]
58,[0.7382778  0.58928967]
59,[0.8448861  0.55159533]
60,[0.7809596  0.56559825]
61,[0.7248647 0.5411221]
62,[0.7081677  0.54522264]
63,[0.9347625  0.66843677]
64,[0.9878385  0.65697026]
65,[0.8939196 0.7006527]
66,[0.962651   0.65532804]
67,[0.7906163 0.5732783]
68,[0.7412723  0.59146893]
69,[0.7192437 0.5814302]
70,[0.7443012 0.5740926]
71,[0.76971465 0.5650631 ]
72,[0.7763383  0.56267524]
73,[0.6991883 0.5367199]
74,[0.67301583 0.5499573 ]
75,[0.65550137 0.544155  ]
76,[0.6561338 0.5438764]
77,[0.46882585 0.5840087 ]
78,[0.3300686  0.53084016]
79,[0.1830982  0.47076356]
80,[0.10399003 0.487772  ]
81,[0.10434453 0.4876709 ]
82,[0.12123537 0.48302412]
83,[0.34126234 0.54461944]
84,[0.342844   0.54421186]
85,[0.33523065 0.5481318 ]
86,[0.31733012 0.5564234 ]
87,[0.24161248 0.57585967]
88,[0.20754568 0.5870402 ]
89,[0.3381792  0.62720764]
90,[0.30029118 0.6371342 ]
91,[0.3248769 0.6465676]
92,[0.40644714 0.60158086]
93,[0.2039583  0.50904536]
94,[0.24593782 0.49666977]
95,[0.22812489 0.49038947]
96,[0.18265773 0.5029267 ]
97,[0.2617483 0.5377985]
98,[0.18618703 0.5671314 ]
99,[0.16674939 0.5730264 ]
0,[3.4690747 4.2892313]
1,[3.82758   5.2947607]
2,[3.2849116 3.9539335]
3,[3.114068  2.9456587]
4,[3.0691142 2.587367 ]
5,[3.0462828 2.2453144]
6,[2.988707  1.9244254]
7,[2.8856707 1.8475791]
8,[2.8974495 1.7069762]
9,[2.5115335 1.3743974]
10,[2.2412314 1.0645266]
11,[2.2803607 1.0039462]
12,[2.6287014 1.260705 ]
13,[2.6828716 1.2018654]
14,[2.6920912 1.1951733]
15,[2.6940496 1.1966407]
16,[2.4125469 1.0020189]
17,[2.4459176  0.93864304]
18,[2.4063592 0.9068248]
19,[2.6085916  0.82213104]
20,[2.6948357 0.7746653]
21,[2.0800107 0.4795493]
22,[2.0780199  0.48141074]
23,[1.9220123  0.54545933]
24,[2.0422635  0.47033918]
25,[1.7643954  0.31153983]
26,[1.744398   0.32083046]
27,[1.8493077 0.2750705]
28,[1.7022346  0.21785933]
29,[1.5623555  0.13983285]
30,[1.3801911  0.07596856]
31,[1.4128431  0.06635052]
32,[1.4865286  0.03037709]
33,[1.3144908  0.07784599]
34,[1.3255911  0.08246416]
35,[1.36082    0.06395346]
36,[0.79575044 0.19868314]
37,[0.6740975  0.13857877]
38,[0.74754965 0.16094494]
39,[0.7551509  0.15667784]
40,[0.7258671  0.14796591]
41,[0.6529811 0.1215874]
42,[1.1108685  0.08142453]
43,[1.1663675  0.06850529]
44,[1.0071459 0.1096251]
45,[0.97674817 0.12288511]
46,[1.0403504  0.15856028]
47,[0.98548836 0.16979283]
48,[0.93158984 0.18451405]
49,[0.8947295 0.1981867]
50,[0.97155803 0.22535199]
51,[1.0009055  0.23991334]
52,[1.0261817  0.23202908]
53,[1.0284867  0.23135471]
54,[0.90239453 0.25816262]
55,[0.90391624 0.2572642 ]
56,[0.8702764  0.26738673]
57,[0.37641996 0.02095556]
58,[0.4009561  0.02947164]
59,[0.41737002 0.0366652 ]
60,[0.35691592 0.00995207]
61,[0.3395467  0.00345349]
62,[0.33234757 0.00135672]
63,[0.46539113 0.02950037]
64,[0.90359235 0.21428823]
65,[0.8322116  0.24276894]
66,[0.86210483 0.23653358]
67,[0.9094034  0.22450781]
68,[0.72385204 0.159495  ]
69,[0.6964843  0.17005002]
70,[0.72382146 0.16224802]
71,[0.7485686  0.15467489]
72,[0.6821062  0.13737345]
73,[0.7865776  0.10644126]
74,[0.9274418  0.15699595]
75,[1.0193889  0.19199252]
76,[1.0757148  0.21193278]
77,[1.1490753  0.19338751]
78,[1.1222718  0.20955545]
79,[1.1605308  0.22296834]
80,[1.0546479 0.188173 ]
81,[1.0615119 0.1864242]
82,[1.0555015  0.18837553]
83,[1.0870302  0.17924362]
84,[1.0526038  0.19425541]
85,[1.0529429  0.19407582]
86,[1.06048    0.19021362]
87,[1.0261341  0.17938787]
88,[1.0087852 0.1844157]
89,[1.0176995  0.18250924]
90,[0.9505525  0.19949865]
