Iteration,param_diffs
0,[1.5875292 2.8710828]
1,[2.0399559 1.5259697]
2,[2.206729  1.0642796]
3,[1.7780199 2.0390503]
4,[1.4430032 2.0936346]
5,[1.4683884 2.11266  ]
6,[1.2557471 2.1592453]
7,[1.2340575 2.1640081]
8,[1.093072  2.1947095]
9,[1.197957  1.9237642]
10,[1.2983835 1.6597568]
11,[1.3589686 1.5114636]
12,[1.4406145 1.5083859]
13,[1.3415294 1.5121448]
14,[1.3499842 1.4923725]
15,[1.2269099 1.4929361]
16,[1.2228104 1.659731 ]
17,[1.2314072 1.5527208]
18,[1.2194836 1.5520358]
19,[1.2442371 1.5064642]
20,[1.2251526 1.6015797]
21,[1.2247165 1.4965353]
22,[1.2307314 1.468744 ]
23,[1.2602835 1.401263 ]
24,[1.2652556 1.3461461]
25,[1.28206   1.2879336]
26,[1.1717145 1.2708703]
27,[1.1151575 1.2621269]
28,[1.1331998 1.2207568]
29,[1.1381992 1.1267443]
30,[1.2045456 1.1380966]
31,[1.1987846 1.0850753]
32,[1.2570103 1.0954576]
33,[1.261936 1.063041]
34,[1.2609899 1.0522888]
35,[1.2679745 1.0536218]
36,[1.2605784 1.0695524]
37,[1.3434176 1.0858253]
38,[1.3694254 1.0909323]
39,[1.3646078 1.0697613]
40,[1.3638672 1.0753806]
41,[1.3677696 1.0576261]
42,[1.3705627 1.0466653]
43,[1.3834509 1.0046194]
44,[1.3744181 1.0026407]
45,[1.3762293 0.9732246]
46,[1.4137819 1.064394 ]
47,[1.4244447 1.034709 ]
48,[1.4243774 1.0579479]
49,[1.4235908 1.0557543]
50,[1.4181429 1.0692599]
51,[1.3996027 1.0648478]
52,[1.2737932 1.034886 ]
53,[1.2753294 1.0251529]
54,[1.2688353 1.0628643]
55,[1.2667198 1.0445153]
56,[1.269958  1.0623977]
57,[1.2753828 1.0419278]
58,[1.2820666 1.0436018]
59,[1.2940449 1.0973725]
60,[1.2916247 1.1014733]
61,[1.266862  1.0664868]
62,[1.2368053 1.0389366]
63,[1.2416911 1.1140449]
64,[1.1961803 1.1023464]
65,[1.1858253 1.0797904]
66,[1.1838862 1.0851378]
67,[1.1831177 1.09855  ]
68,[1.1989596 1.1394325]
69,[1.1803166 1.1065234]
70,[1.1817572 1.1106322]
71,[1.2712684 1.1343678]
72,[1.1635866 1.1058148]
73,[1.1660635 1.0962441]
74,[1.1591232 1.0769647]
75,[1.1613549 1.0592133]
76,[1.1586752 1.0415078]
77,[1.1599573 1.0282549]
78,[1.1073747 1.0139903]
79,[1.1074749 1.0071106]
80,[1.0989518 1.0156425]
81,[1.0986904 1.0161608]
82,[1.100676  1.0122932]
83,[1.1023568 1.010196 ]
84,[1.1153736  0.94663674]
85,[0.9970493  0.91370225]
86,[0.9469738 0.8997612]
87,[0.9733888  0.93664956]
88,[0.9734646 0.9345195]
89,[0.9686414  0.90878946]
90,[0.96687293 0.9106645 ]
91,[0.96495324 0.85243493]
92,[0.80120116 0.80612385]
93,[0.8155544 0.7362701]
94,[0.80592555 0.7090592 ]
95,[0.80297136 0.70403206]
96,[0.804548  0.7010621]
97,[0.8063995 0.695878 ]
98,[0.7991755 0.6833505]
99,[0.799154   0.68200547]
100,[0.7899021 0.6717719]
101,[0.78258544 0.66374433]
102,[0.76659906 0.67812467]
103,[0.77230275 0.6717906 ]
104,[0.88324153 0.7125714 ]
105,[0.88338184 0.70966935]
106,[1.1086789 0.7928368]
107,[1.1085795 0.7928087]
108,[1.1081401  0.79215646]
109,[1.1096227 0.7944472]
110,[1.1065773 0.7909421]
111,[1.1107785 0.786922 ]
112,[1.1104916 0.7838125]
113,[1.1105767  0.78364486]
114,[1.1044192 0.7961978]
115,[1.070839   0.78659725]
116,[1.0676415 0.7800319]
117,[1.0667622 0.776476 ]
118,[1.0077899 0.7595593]
119,[1.0458353 0.7704741]
120,[1.0464729  0.77193165]
121,[1.0518322  0.79717577]
122,[0.891231   0.74053425]
123,[0.8981869 0.7507417]
124,[0.9013391 0.7469918]
125,[0.91002625 0.7414537 ]
126,[0.9773508  0.76080555]
127,[1.104608   0.79738176]
128,[1.1453485 0.809088 ]
129,[1.1602867 0.802482 ]
130,[1.1288344 0.7934165]
131,[1.1273113 0.7905947]
132,[1.1351341 0.8077804]
133,[1.1354952 0.8067416]
134,[1.1445229 0.8225695]
135,[1.1523312 0.855261 ]
136,[1.1603576 0.9043902]
137,[1.1644454  0.90215254]
138,[1.1591516  0.89359826]
139,[1.2341214 0.9154851]
140,[1.235648   0.91325486]
141,[1.1996732 0.9027369]
142,[1.1925392 0.9116296]
143,[1.18741   0.9076808]
144,[1.1872777  0.90550196]
145,[1.1851258  0.90217185]
146,[1.1817499 0.8913301]
147,[1.1786928 0.8865361]
148,[1.1800745  0.89513725]
149,[1.182452  0.9169705]
150,[1.1993861  0.92196065]
151,[1.1896958 0.9089165]
152,[1.1900104 0.9108956]
153,[1.2136182 0.9304673]
154,[1.2148311 0.9266203]
155,[1.252118  0.9376384]
156,[1.2539316 0.9398164]
157,[1.2091316 0.9265718]
158,[1.2041879  0.94018114]
159,[1.200213   0.93098825]
160,[1.2001618 0.9306775]
161,[1.1913939  0.92807573]
162,[1.2058288 0.9517826]
163,[1.205073 0.956262]
164,[1.2231405  0.96163565]
165,[1.2196984  0.95804006]
166,[1.2243668 0.9522537]
167,[1.2233768 0.9482881]
168,[1.2204252 0.9633593]
169,[1.1344023  0.93766975]
170,[1.1295371 0.9250771]
171,[1.1238474 0.9276815]
172,[1.1180648  0.93664384]
173,[1.111434  0.9584907]
174,[1.1163777 0.9519111]
175,[1.1094074 0.9452815]
176,[1.1101948  0.93856275]
177,[1.1209862 0.9418096]
178,[1.1225194  0.94411486]
179,[1.1210898  0.93801713]
180,[1.1195681 0.9320388]
181,[1.1142167  0.94475085]
182,[1.0898354  0.92778414]
183,[1.0828437  0.92975676]
184,[1.0027369 0.905579 ]
185,[1.0036315  0.90584904]
186,[1.0039748 0.9063865]
187,[1.0045304 0.902419 ]
188,[1.0025048  0.89858985]
189,[1.010895  0.9155929]
190,[0.96963173 0.87610066]
191,[0.9699111 0.8766681]
192,[0.96642405 0.87010527]
193,[0.96548605 0.8688884 ]
194,[0.9625217  0.86474776]
195,[0.95654064 0.868579  ]
196,[0.9568086 0.867466 ]
197,[0.95491564 0.86441135]
198,[0.9584763 0.8618952]
199,[0.9293067  0.85301274]
200,[0.9417735  0.85680974]
201,[0.9401636 0.8518726]
202,[0.89830935 0.8391144 ]
203,[0.89803743 0.8365034 ]
204,[0.9400968 0.8493358]
205,[0.9452636 0.8718075]
206,[0.94103575 0.86606723]
207,[0.94379383 0.8635386 ]
208,[0.93714666 0.8577831 ]
209,[0.9388812 0.8600025]
210,[0.9278272  0.85136515]
211,[0.9253239  0.84855944]
212,[0.91861343 0.8420654 ]
213,[0.9059591 0.8331857]
214,[0.9152583 0.8475913]
215,[0.91792417 0.8444133 ]
216,[0.91955805 0.8399024 ]
217,[0.91984755 0.83929837]
218,[0.9151455 0.8322915]
219,[0.91680485 0.84107053]
220,[0.9269356  0.85925186]
221,[0.9217079 0.8555817]
222,[0.9233001  0.85213333]
223,[0.92203873 0.85672134]
224,[0.9220232 0.85403  ]
225,[0.9454259 0.8517843]
226,[0.944348   0.85310155]
227,[0.9398572  0.85486317]
228,[0.93941545 0.85187626]
229,[1.0072881  0.87277967]
230,[1.0043051 0.8650066]
231,[0.9992928 0.8584824]
232,[0.9965162  0.86664045]
233,[0.9915101 0.8540604]
234,[0.9916382  0.84922194]
235,[0.91912735 0.82683337]
236,[0.91742116 0.82412386]
237,[0.9266121  0.83690727]
238,[0.9368542  0.84773797]
239,[0.9355638  0.84380877]
240,[0.91612923 0.852744  ]
241,[0.90513206 0.84039754]
242,[0.9068133 0.8384948]
243,[0.9162303 0.8508556]
244,[0.91879714 0.8460084 ]
245,[0.9184503 0.8487216]
