Iteration,param_diffs
0,[0.07673112 1.4710717 ]
1,[0.6731554  0.14157027]
2,[0.5820557  0.19402742]
3,[0.63653255 0.08772957]
4,[0.59470123 0.15920019]
5,[0.6378336  0.16337585]
6,[0.59351516 0.118325  ]
7,[0.60683703 0.10527408]
8,[0.40551972 0.04172778]
9,[0.3013654  0.07228434]
10,[0.2469325 0.1002543]
11,[0.07837737 0.18935573]
12,[0.01366419 0.22719562]
13,[0.20032513 0.7278147 ]
14,[0.12805462 0.5164124 ]
15,[0.14075081 0.5809498 ]
16,[0.02249709 0.7195363 ]
17,[0.0646119 0.6645019]
18,[0.06781459 0.66338074]
19,[0.08570887 0.660287  ]
20,[0.05134828 0.65143955]
21,[0.03126098 0.6720592 ]
22,[0.06264782 0.6572753 ]
23,[0.04048732 0.6435133 ]
24,[0.15804642 0.59410226]
25,[0.03694011 0.5344912 ]
26,[0.0331912 0.5368426]
27,[0.12470835 0.4179138 ]
28,[0.02811682 0.39547253]
29,[0.09186316 0.06435943]
30,[0.20941746 0.25958073]
31,[0.33661568 0.46273816]
32,[0.49652073 0.49560487]
33,[0.68954384 0.657472  ]
34,[0.8178028 0.6049876]
35,[1.081676  0.6268145]
36,[1.147507  0.6472491]
37,[0.81758076 0.70006156]
38,[0.7952135 0.7145004]
39,[0.7547526  0.73026764]
40,[0.92352784 0.80882955]
41,[0.89371175 0.84090316]
42,[0.83473694 0.8546698 ]
43,[0.8147538 0.8595617]
44,[0.78190404 0.86644244]
45,[0.54577017 1.0039554 ]
46,[0.42453972 0.94398654]
47,[0.51566994 0.9061177 ]
48,[0.5303158  0.89151645]
49,[0.3264389 0.7933277]
50,[0.43807438 0.75421166]
51,[0.49766397 0.69968367]
52,[0.39144737 0.8079164 ]
53,[0.19091192 0.87635505]
54,[0.26157162 0.8134017 ]
55,[0.25470036 0.817312  ]
56,[0.03107092 0.6732907 ]
57,[0.1411632 0.5596056]
58,[0.02540272 0.560647  ]
59,[0.3982109  0.04363966]
60,[0.28880715 0.00922608]
61,[0.29911298 0.00815582]
62,[0.23505992 0.05082107]
63,[0.51119804 0.19392776]
64,[0.43646798 0.2178222 ]
65,[0.334153   0.24813366]
66,[0.4369545  0.26305556]
67,[0.4308608 0.2690615]
68,[0.43274352 0.26887769]
69,[0.5482855  0.27072233]
70,[0.54603505 0.26876032]
71,[0.6177316 0.3475682]
72,[0.71353596 0.32159412]
73,[0.74816096 0.3321563 ]
74,[0.66390467 0.28456295]
75,[0.68529046 0.25885117]
76,[0.6990922  0.25065464]
77,[0.536987   0.24117988]
78,[0.519794  0.2368325]
79,[0.7156143  0.35787296]
80,[0.5846559 0.3320638]
81,[0.46932516 0.33779126]
82,[0.42248178 0.3083771 ]
83,[0.34873015 0.26166105]
84,[0.19036864 0.3015418 ]
85,[0.09263575 0.2609142 ]
86,[0.0605157  0.26567864]
87,[0.06187859 0.26708877]
88,[0.01723476 0.30352706]
89,[0.18544762 0.3425076 ]
90,[0.26994187 0.31541908]
91,[0.16917455 0.2845084 ]
92,[0.09275861 0.29073048]
93,[0.00904197 0.27890825]
94,[0.02978626 0.24108934]
95,[0.02115593 0.25232333]
96,[0.00990499 0.24528867]
97,[0.07815859 0.2865523 ]
98,[0.08764115 0.40847212]
99,[0.0014913 0.393834 ]
0,[3.4690747 4.2892313]
1,[3.2269173 3.6100323]
2,[3.1505022 3.4686732]
3,[2.9956532 2.8281775]
4,[2.9768176 2.4941692]
5,[3.0381303 2.5685258]
6,[3.054833  2.4759154]
7,[3.1351702 2.4246218]
8,[3.2300522 2.3704875]
9,[3.3878841 2.4795506]
10,[2.7013514 1.5240763]
11,[2.7183518 1.5137339]
12,[2.272463  1.1472893]
13,[2.2774115 1.139057 ]
14,[2.7019749 1.510202 ]
15,[2.7398086 1.487654 ]
16,[2.101445  1.1466479]
17,[1.9052844 1.2354103]
18,[2.1630206 1.2318983]
19,[2.4192905 1.3884002]
20,[2.1320162 1.2857583]
21,[2.4317331 1.4838954]
22,[2.250926  1.4861987]
23,[1.9114459 1.2192163]
24,[1.6810308 1.1120727]
25,[1.6166614 1.0852032]
26,[1.6265235 1.0916575]
27,[1.7196094 1.0812526]
28,[1.9090484 1.1927894]
29,[2.2044466 1.1431997]
30,[2.0391262 1.0464697]
31,[1.9546102 1.0837663]
32,[2.0167375 1.0442584]
33,[1.5739099 0.602282 ]
34,[1.4980586  0.64127576]
35,[1.6189553  0.58068824]
36,[1.9299239  0.80773735]
37,[2.1137106  0.77668977]
38,[2.0694032 0.8157543]
39,[1.9361255 0.825932 ]
40,[2.005711 0.766641]
41,[2.219652  0.8689482]
42,[2.1588693  0.86705685]
43,[2.1104522 0.8624098]
44,[2.0450969 0.88198  ]
45,[1.9254385 0.8607112]
46,[1.8027849 0.8207321]
47,[1.8552306  0.86762214]
48,[2.2499998 1.1156778]
49,[2.2031455 1.1608553]
50,[2.3011642 1.186667 ]
51,[2.3678048 1.2080963]
52,[2.2525096 1.2121706]
53,[2.391701  1.1731981]
54,[2.2654524 1.1598552]
55,[2.4745235 1.2943847]
56,[2.5075896 1.3171148]
57,[2.4945145 1.3244468]
58,[2.51185 1.31668]
59,[2.7406259 1.5800853]
60,[2.9054585 1.6265861]
61,[2.8313534 1.702633 ]
62,[2.7679915 1.6772783]
63,[2.7267168 1.6558504]
64,[2.776892  1.6510293]
65,[2.8056676 1.6217575]
66,[2.8791635 1.7539983]
67,[2.7469792 1.7987177]
68,[2.9436593 2.0550117]
69,[2.693197 2.090182]
70,[2.6637301 2.1134672]
71,[2.4915495 2.1681175]
72,[2.4924223 2.167411 ]
73,[2.4259808 2.1947463]
74,[2.4118536 2.1982718]
75,[2.4651713 2.176145 ]
76,[2.3196437 2.2436547]
77,[2.1750543 2.2168155]
78,[2.107955 2.202291]
79,[2.0227153 2.1273685]
80,[2.074837 2.095736]
81,[2.198951 2.03526 ]
82,[2.109026  2.0411823]
83,[2.0451496 2.0675404]
84,[2.045998 2.066831]
85,[2.1209395 2.0885653]
86,[2.1773014 2.0542254]
87,[2.158616 2.059071]
